what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350866298741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350866300211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350866311676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866325403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866337784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350866339406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350866344629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866346474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866347489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350866350539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866351510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866389806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350866392533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866408191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866451736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866492290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866532084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350866534513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350866541603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350866542961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350866553688
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350866567911
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350866567968
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1350866568870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350866643290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866654941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866659430
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1350866660671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866662091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866662479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866675956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866682915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866688831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866690013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866690743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866693177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866703908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866711041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350866728433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866731551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866731868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866753588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866756741
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350866766464
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1350866767861
closed,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350866767870
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1350866781867
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1350866781920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1350866781920
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1350866789707
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1350866796544
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1350866798188
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1350866798211
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1350866798243
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1350866800096
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1350866800292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866802513
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1350866812515
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1350866815399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866837578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1350866837607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350866849223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866854066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866855487
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350866855703
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1350866856145
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1350866856152
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1350866856153
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1350866856153
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1350866856153
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1350866856153
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1350866856153
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1350866856153
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1350866856153
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1350866856153
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1350866856153
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1350866856154
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1350866856154
stopped,bundle,org.eclipse.wb.rcp.GroupLayout,1.5.0.r37x201206111330,"org.eclipse.wb.rcp.GroupLayout",1350866856154
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.5.0.r37x201206111333,"org.eclipse.wb.rcp.SWT_AWT",1350866856154
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.databinding.emf",1350866856154
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.5.0.r37x201206111323,"org.eclipse.wb.rcp.databinding.xwt",1350866856154
stopped,bundle,org.eclipse.wb.rcp.databinding,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.databinding",1350866856154
stopped,bundle,org.eclipse.wb.rcp.nebula,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.nebula",1350866856154
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.swing2swt",1350866856154
stopped,bundle,org.eclipse.wb.xwt,1.5.0.r37x201206111323,"org.eclipse.wb.xwt",1350866856154
stopped,bundle,org.eclipse.wb.rcp,1.5.0.r37x201206111317,"org.eclipse.wb.rcp",1350866856154
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1350866856154
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1350866856154
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1350866856155
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1350866856155
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1350866856155
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1350866856155
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1350866856155
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1350866856155
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1350866856155
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1350866856156
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1350866856157
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1350866856157
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1350866856157
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1350866856157
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1350866856157
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1350866856157
stopped,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1350866856157
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1350866856157
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1350866856157
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1350866856158
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1350866856158
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1350866856162
stopped,bundle,com.google.gdt.eclipse.designer.GWTExt,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.GWTExt",1350866856162
stopped,bundle,com.google.gdt.eclipse.designer.GXT.databinding,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.GXT.databinding",1350866856162
stopped,bundle,com.google.gdt.eclipse.designer.GXT,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.GXT",1350866856173
stopped,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.SmartGWT",1350866856174
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder.wizards,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.UiBinder.wizards",1350866856174
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.6.0.r37x201206111227,"com.google.gdt.eclipse.designer.UiBinder",1350866856175
stopped,bundle,com.google.gdt.eclipse.designer.launch,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.launch",1350866856175
stopped,bundle,com.google.gdt.eclipse.designer.preferences,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.preferences",1350866856175
stopped,bundle,com.google.gdt.eclipse.designer.wizards,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.wizards",1350866856175
stopped,bundle,com.google.gdt.eclipse.designer,2.6.0.r37x201206111227,"com.google.gdt.eclipse.designer",1350866856175
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1350866856175
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1350866856175
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1350866856175
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1350866856175
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_0",1350866856176
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1350866856176
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_2",1350866856176
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted",1350866856176
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.5.0.r37x201206111216,"org.eclipse.wb.core.databinding.xml",1350866856176
stopped,bundle,org.eclipse.wb.swing.databinding,1.5.0.r37x201206111310,"org.eclipse.wb.swing.databinding",1350866856176
stopped,bundle,org.eclipse.wb.core.databinding,1.5.0.r37x201206111201,"org.eclipse.wb.core.databinding",1350866856176
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.5.0.r37x201206111310,"org.eclipse.wb.swing.FormLayout",1350866856176
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.5.0.r37x201206111310,"org.eclipse.wb.swing.MigLayout",1350866856176
stopped,bundle,org.eclipse.wb.swing.java6,1.5.0.r37x201206111310,"org.eclipse.wb.swing.java6",1350866856176
stopped,bundle,org.eclipse.wb.swing.jsr296,1.5.0.r37x201206111310,"org.eclipse.wb.swing.jsr296",1350866856176
stopped,bundle,org.eclipse.wb.swing,1.5.0.r37x201206111310,"org.eclipse.wb.swing",1350866856176
stopped,bundle,org.eclipse.wb.core.ui,1.5.0.r37x201206111213,"org.eclipse.wb.core.ui",1350866856176
stopped,bundle,org.eclipse.wb.core.xml,1.5.0.r37x201206111216,"org.eclipse.wb.core.xml",1350866856176
stopped,bundle,org.eclipse.wb.css,1.5.0.r37x201206111208,"org.eclipse.wb.css",1350866856176
stopped,bundle,org.eclipse.wb.layout.group,1.5.0.r37x201206111249,"org.eclipse.wb.layout.group",1350866856176
stopped,bundle,org.eclipse.wb.os.win32,1.5.0.r37x201206111201,"org.eclipse.wb.os.win32",1350866856176
stopped,bundle,org.eclipse.wb.swt,1.5.0.r37x201206111304,"org.eclipse.wb.swt",1350866856176
stopped,bundle,org.eclipse.wb.core,1.5.0.r37x201206111201,"org.eclipse.wb.core",1350866856176
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1350866856199
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1350866856199
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1350866856199
stopped,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1350866856199
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1350866856199
stopped,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1350866856200
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1350866856206
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1350866856207
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1350866856207
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1350866856207
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1350866856210
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1350866856210
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1350866856210
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1350866856211
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1350866856211
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1350866856211
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1350866856211
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1350866856211
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1350866856212
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1350866856213
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1350866856213
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1350866856213
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1350866856213
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1350866856222
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1350866856222
stopped,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1350866856222
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1350866856222
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1350866856222
stopped,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1350866856223
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1350866856226
stopped,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1350866856226
stopped,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1350866856226
stopped,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1350866856226
