what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865138596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865138888
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1350865144226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350865146105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865216739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865217075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865236149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865241622
failed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.override.methods",1350865241636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350865277001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865280276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865280643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350865309253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865327511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865327834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350865351684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865353559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350865353956
